state_code,municipality_code,state_name,municipality_name
6,5,COLIMA,CUAUHTEMOC
6,10,COLIMA,VILLA DE ALVAREZ
6,1,COLIMA,ARMERIA
6,4,COLIMA,COQUIMATLAN
10,7,DURANGO,GOMEZ PALACIO
10,31,DURANGO,SANTA CLARA
10,14,DURANGO,MEZQUITAL
10,21,DURANGO,PENON BLANCO
10,39,DURANGO,NUEVO IDEAL
10,5,DURANGO,DURANGO
10,36,DURANGO,TLAHUALILO
10,9,DURANGO,GUANACEVI
10,26,DURANGO,SAN DIMAS
10,4,DURANGO,CUENCAME
10,35,DURANGO,TEPEHUANES
10,16,DURANGO,NOMBRE DE DIOS
10,18,DURANGO,EL ORO
10,28,DURANGO,SAN JUAN DEL RIO
10,6,DURANGO,GENERAL SIMON BOLIVAR
10,24,DURANGO,RODEO
10,38,DURANGO,VICENTE GUERRERO
10,8,DURANGO,GUADALUPE VICTORIA
10,2,DURANGO,CANELAS
10,1,DURANGO,CANATLAN
10,17,DURANGO,OCAMPO
10,33,DURANGO,SUCHIL
10,23,DURANGO,PUEBLO NUEVO
10,27,DURANGO,SAN JUAN DE GUADALUPE
10,13,DURANGO,MAPIMI
10,22,DURANGO,POANAS
10,34,DURANGO,TAMAZULA
10,32,DURANGO,SANTIAGO PAPASQUIARO
10,12,DURANGO,LERDO
10,15,DURANGO,NAZAS
10,20,DURANGO,PANUCO DE CORONADO
10,29,DURANGO,SAN LUIS DEL CORDERO
11,10,GUANAJUATO,CORONEO
11,39,GUANAJUATO,TARIMORO
11,20,GUANAJUATO,LEON
11,25,GUANAJUATO,PURISIMA DEL RINCON
11,38,GUANAJUATO,TARANDACUAO
11,40,GUANAJUATO,TIERRA BLANCA
11,26,GUANAJUATO,ROMITA
11,41,GUANAJUATO,URIANGATO
11,8,GUANAJUATO,MANUEL DOBLADO
11,7,GUANAJUATO,CELAYA
11,11,GUANAJUATO,CORTAZAR
11,12,GUANAJUATO,CUERAMARO
11,21,GUANAJUATO,MOROLEON
11,32,GUANAJUATO,SAN JOSE ITURBIDE
11,42,GUANAJUATO,VALLE DE SANTIAGO
11,4,GUANAJUATO,APASEO EL ALTO
11,31,GUANAJUATO,SAN FRANCISCO DEL RINCON
11,9,GUANAJUATO,COMONFORT
11,34,GUANAJUATO,SANTA CATARINA
11,15,GUANAJUATO,GUANAJUATO
11,35,GUANAJUATO,SANTA CRUZ DE JUVENTINO ROSAS
11,1,GUANAJUATO,ABASOLO
11,16,GUANAJUATO,HUANIMARO
11,45,GUANAJUATO,XICHU
11,19,GUANAJUATO,JERECUARO
11,44,GUANAJUATO,VILLAGRAN
11,14,GUANAJUATO,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL
11,30,GUANAJUATO,SAN FELIPE
11,37,GUANAJUATO,SILAO DE LA VICTORIA
11,3,GUANAJUATO,SAN MIGUEL DE ALLENDE
11,5,GUANAJUATO,APASEO EL GRANDE
11,23,GUANAJUATO,PENJAMO
11,46,GUANAJUATO,YURIRIA
11,18,GUANAJUATO,JARAL DEL PROGRESO
11,43,GUANAJUATO,VICTORIA
11,29,GUANAJUATO,SAN DIEGO DE LA UNION
11,22,GUANAJUATO,OCAMPO
11,36,GUANAJUATO,SANTIAGO MARAVATIO
11,2,GUANAJUATO,ACAMBARO
11,17,GUANAJUATO,IRAPUATO
11,24,GUANAJUATO,PUEBLO NUEVO
11,27,GUANAJUATO,SALAMANCA
11,13,GUANAJUATO,DOCTOR MORA
11,28,GUANAJUATO,SALVATIERRA
11,33,GUANAJUATO,SAN LUIS DE LA PAZ
12,33,GUERRERO,HUAMUXTITLAN
12,36,GUERRERO,IGUALAPA
12,58,GUERRERO,TELOLOAPAN
12,40,GUERRERO,LEONARDO BRAVO
12,46,GUERRERO,OMETEPEC
12,56,GUERRERO,TECOANAPA
12,11,GUERRERO,ATOYAC DE ALVAREZ
12,44,GUERRERO,MOCHITLAN
12,34,GUERRERO,HUITZUCO DE LOS FIGUEROA
12,21,GUERRERO,COYUCA DE BENITEZ
12,81,GUERRERO,ILIATENCO
12,38,GUERRERO,ZIHUATANEJO DE AZUETA
12,22,GUERRERO,COYUCA DE CATALAN
12,48,GUERRERO,PETATLAN
12,60,GUERRERO,TETIPAC
12,7,GUERRERO,ARCELIA
12,67,GUERRERO,TLAPEHUALA
12,17,GUERRERO,COCULA
12,32,GUERRERO,GENERAL HELIODORO CASTILLO
12,77,GUERRERO,MARQUELIA
12,8,GUERRERO,ATENANGO DEL RIO
12,45,GUERRERO,OLINALA
12,13,GUERRERO,AZOYU
12,35,GUERRERO,IGUALA DE LA INDEPENDENCIA
12,42,GUERRERO,MARTIR DE CUILAPAN
12,65,GUERRERO,TLALIXTAQUILLA DE MALDONADO
12,71,GUERRERO,XOCHISTLAHUACA
12,53,GUERRERO,SAN MARCOS
12,64,GUERRERO,TLALCHAPA
12,80,GUERRERO,JUCHITAN
12,85,GUERRERO,SAN NICOLAS                                                                 
12,54,GUERRERO,SAN MIGUEL TOTOLAPAN
12,61,GUERRERO,TIXTLA DE GUERRERO
12,14,GUERRERO,BENITO JUAREZ
12,2,GUERRERO,AHUACUOTZINGO
12,30,GUERRERO,FLORENCIO VILLARREAL
12,41,GUERRERO,MALINALTEPEC
12,57,GUERRERO,TECPAN DE GALEANA
12,5,GUERRERO,ALPOYECA
12,49,GUERRERO,PILCAYA
12,50,GUERRERO,PUNGARABATO
12,10,GUERRERO,ATLIXTAC
12,66,GUERRERO,TLAPA DE COMONFORT
12,52,GUERRERO,SAN LUIS ACATLAN
12,19,GUERRERO,COPALILLO
12,68,GUERRERO,LA UNION DE ISIDORO MONTES DE OCA
12,72,GUERRERO,ZAPOTITLAN TABLAS
12,18,GUERRERO,COPALA
12,1,GUERRERO,ACAPULCO DE JUAREZ
12,28,GUERRERO,CHILAPA DE ALVAREZ
12,43,GUERRERO,METLATONOC
12,73,GUERRERO,ZIRANDARO
12,12,GUERRERO,AYUTLA DE LOS LIBRES
12,24,GUERRERO,CUALAC
12,74,GUERRERO,ZITLALA
12,75,GUERRERO,EDUARDO NERI
12,3,GUERRERO,AJUCHITLAN DEL PROGRESO
12,39,GUERRERO,JUAN R. ESCUDERO
12,15,GUERRERO,BUENAVISTA DE CUELLAR
12,70,GUERRERO,XOCHIHUEHUETLAN
12,82,GUERRERO,LAS VIGAS                                                                   
12,27,GUERRERO,CUTZAMALA DE PINZON
12,29,GUERRERO,CHILPANCINGO DE LOS BRAVO
12,55,GUERRERO,TAXCO DE ALARCON
12,25,GUERRERO,CUAUTEPEC
12,31,GUERRERO,GENERAL CANUTO A. NERI
12,51,GUERRERO,QUECHULTENANGO
12,4,GUERRERO,ALCOZAUCA DE GUERRERO
12,23,GUERRERO,CUAJINICUILAPA
12,76,GUERRERO,ACATEPEC
12,59,GUERRERO,TEPECOACUILCO DE TRUJANO
12,6,GUERRERO,APAXTLA
13,9,HIDALGO,EL ARENAL
13,43,HIDALGO,NICOLAS FLORES
13,14,HIDALGO,CALNALI
13,37,HIDALGO,METZTITLAN
13,30,HIDALGO,IXMIQUILPAN
13,60,HIDALGO,TENANGO DE DORIA
13,54,HIDALGO,SAN SALVADOR
13,13,HIDALGO,ATOTONILCO DE TULA
13,83,HIDALGO,ZEMPOALA
13,27,HIDALGO,HUEHUETLA
13,72,HIDALGO,TLANALAPA
13,1,HIDALGO,ACATLAN
13,19,HIDALGO,CHILCUAUTLA
13,17,HIDALGO,CHAPANTONGO
13,16,HIDALGO,CUAUTEPEC DE HINOJOSA
13,41,HIDALGO,MIXQUIAHUALA DE JUAREZ
13,55,HIDALGO,SANTIAGO DE ANAYA
13,69,HIDALGO,TIZAYUCA
13,76,HIDALGO,TULA DE ALLENDE
13,24,HIDALGO,HUASCA DE OCAMPO
13,44,HIDALGO,NOPALA DE VILLAGRAN
13,48,HIDALGO,PACHUCA DE SOTO
13,77,HIDALGO,TULANCINGO DE BRAVO
13,4,HIDALGO,AGUA BLANCA DE ITURBIDE
13,49,HIDALGO,PISAFLORES
13,53,HIDALGO,SAN BARTOLO TUTOTEPEC
13,57,HIDALGO,SINGUILUCAN
13,66,HIDALGO,VILLA DE TEZONTEPEC
13,23,HIDALGO,FRANCISCO I. MADERO
13,45,HIDALGO,OMITLAN DE JUAREZ
13,46,HIDALGO,SAN FELIPE ORIZATLAN
13,63,HIDALGO,TEPEJI DEL RIO DE OCAMPO
13,12,HIDALGO,ATOTONILCO EL GRANDE
13,35,HIDALGO,METEPEC
13,40,HIDALGO,LA MISION
13,42,HIDALGO,MOLANGO DE ESCAMILLA
13,8,HIDALGO,APAN
13,11,HIDALGO,ATLAPEXCO
13,26,HIDALGO,HUAZALINGO
13,2,HIDALGO,ACAXOCHITLAN
13,68,HIDALGO,TIANGUISTENGO
13,75,HIDALGO,TOLCAYUCA
13,36,HIDALGO,SAN AGUSTIN METZQUITITLAN
13,78,HIDALGO,XOCHIATIPAN
13,3,HIDALGO,ACTOPAN
13,34,HIDALGO,LOLOTLA
13,61,HIDALGO,TEPEAPULCO
13,84,HIDALGO,ZIMAPAN
13,5,HIDALGO,AJACUBA
13,15,HIDALGO,CARDONAL
13,29,HIDALGO,HUICHAPAN
13,39,HIDALGO,MINERAL DEL MONTE
13,21,HIDALGO,EMILIANO ZAPATA
13,7,HIDALGO,ALMOLOYA
13,56,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO
13,28,HIDALGO,HUEJUTLA DE REYES
13,25,HIDALGO,HUAUTLA
13,81,HIDALGO,ZACUALTIPAN DE ANGELES
13,59,HIDALGO,TECOZAUTLA
13,65,HIDALGO,TETEPANGO
13,31,HIDALGO,JACALA DE LEDEZMA
13,70,HIDALGO,TLAHUELILPAN
13,80,HIDALGO,YAHUALICA
13,52,HIDALGO,SAN AGUSTIN TLAXIACA
13,73,HIDALGO,TLANCHINOL
13,74,HIDALGO,TLAXCOAPAN
13,10,HIDALGO,ATITALAQUIA
13,18,HIDALGO,CHAPULHUACAN
13,22,HIDALGO,EPAZOYUCAN
13,51,HIDALGO,MINERAL DE LA REFORMA
13,64,HIDALGO,TEPETITLAN
13,82,HIDALGO,ZAPOTLAN DE JUAREZ
13,67,HIDALGO,TEZONTEPEC DE ALDAMA
13,6,HIDALGO,ALFAJAYUCAN
13,58,HIDALGO,TASQUILLO
13,50,HIDALGO,PROGRESO DE OBREGON
14,86,JALISCO,TAPALPA
14,66,JALISCO,PONCITLAN
14,92,JALISCO,TEOCUITATLAN DE CORONA
14,121,JALISCO,ZAPOTILTIC
14,124,JALISCO,ZAPOTLANEJO
14,83,JALISCO,TALA
14,14,JALISCO,ATOYAC
14,43,JALISCO,LA HUERTA
14,49,JALISCO,JILOTLAN DE LOS DOLORES
14,71,JALISCO,SAN CRISTOBAL DE LA BARRANCA
14,93,JALISCO,TEPATITLAN DE MORELOS
14,102,JALISCO,TONAYA
14,115,JALISCO,VILLA GUERRERO
14,117,JALISCO,CANADAS DE OBREGON
14,41,JALISCO,HUEJUCAR
14,85,JALISCO,TAMAZULA DE GORDIANO
14,110,JALISCO,UNION DE TULA
14,119,JALISCO,ZACOALCO DE TORRES
14,53,JALISCO,LAGOS DE MORENO
14,99,JALISCO,TOLIMAN
14,40,JALISCO,HOSTOTIPAQUILLO
14,62,JALISCO,MIXTLAN
14,107,JALISCO,TUXCUECA
14,116,JALISCO,VILLA HIDALGO
14,6,JALISCO,AMECA
14,13,JALISCO,ATOTONILCO EL ALTO
14,20,JALISCO,CABO CORRIENTES
14,91,JALISCO,TEOCALTICHE
14,9,JALISCO,EL ARENAL
14,57,JALISCO,LA MANZANILLA DE LA PAZ
14,19,JALISCO,BOLANOS
14,48,JALISCO,JESUS MARIA
14,78,JALISCO,SAN MIGUEL EL ALTO
14,81,JALISCO,SANTA MARIA DE LOS ANGELES
14,30,JALISCO,CHAPALA
14,96,JALISCO,TIZAPAN EL ALTO
14,100,JALISCO,TOMATLAN
14,104,JALISCO,TOTATICHE
14,12,JALISCO,ATENGUILLO
14,10,JALISCO,ATEMAJAC DE BRIZUELA
14,38,JALISCO,GUACHINANGO
14,39,JALISCO,GUADALAJARA
14,87,JALISCO,TECALITLAN
14,98,JALISCO,SAN PEDRO TLAQUEPAQUE
14,112,JALISCO,VALLE DE JUAREZ
14,120,JALISCO,ZAPOPAN
14,21,JALISCO,CASIMIRO CASTILLO
14,63,JALISCO,OCOTLAN
14,42,JALISCO,HUEJUQUILLA EL ALTO
14,46,JALISCO,JALOSTOTITLAN
14,64,JALISCO,OJUELOS DE JALISCO
14,76,JALISCO,SAN MARTIN DE BOLANOS
14,80,JALISCO,SAN SEBASTIAN DEL OESTE
14,18,JALISCO,LA BARCA
14,29,JALISCO,CUQUIO
14,84,JALISCO,TALPA DE ALLENDE
14,113,JALISCO,SAN GABRIEL
14,17,JALISCO,AYUTLA
14,28,JALISCO,CUAUTLA
14,37,JALISCO,EL GRULLO
14,33,JALISCO,DEGOLLADO
14,54,JALISCO,EL LIMON
14,75,JALISCO,SAN MARCOS
14,95,JALISCO,TEUCHITLAN
14,4,JALISCO,AMACUECA
14,24,JALISCO,COCULA
14,5,JALISCO,AMATITAN
14,50,JALISCO,JOCOTEPEC
14,101,JALISCO,TONALA
14,26,JALISCO,CONCEPCION DE BUENOS AIRES
14,45,JALISCO,IXTLAHUACAN DEL RIO
14,82,JALISCO,SAYULA
14,97,JALISCO,TLAJOMULCO DE ZUNIGA
14,79,JALISCO,GOMEZ FARIAS
14,2,JALISCO,ACATLAN DE JUAREZ
14,68,JALISCO,VILLA PURIFICACION
14,88,JALISCO,TECOLOTLAN
14,111,JALISCO,VALLE DE GUADALUPE
14,11,JALISCO,ATENGO
14,35,JALISCO,ENCARNACION DE DIAZ
14,65,JALISCO,PIHUAMO
14,118,JALISCO,YAHUALICA DE GONZALEZ GALLO
14,3,JALISCO,AHUALULCO DE MERCADO
14,47,JALISCO,JAMAY
14,7,JALISCO,SAN JUANITO DE ESCOBEDO
14,25,JALISCO,COLOTLAN
14,32,JALISCO,CHIQUILISTLAN
14,59,JALISCO,MAZAMITLA
14,60,JALISCO,MEXTICACAN
14,74,JALISCO,SAN JULIAN
14,58,JALISCO,MASCOTA
14,27,JALISCO,CUAUTITLAN DE GARCIA BARRAGAN
14,94,JALISCO,TEQUILA
14,114,JALISCO,VILLA CORONA
14,51,JALISCO,JUANACATLAN
14,73,JALISCO,SAN JUAN DE LOS LAGOS
14,1,JALISCO,ACATIC
14,15,JALISCO,AUTLAN DE NAVARRO
14,16,JALISCO,AYOTLAN
14,67,JALISCO,PUERTO VALLARTA
14,23,JALISCO,ZAPOTLAN EL GRANDE
14,36,JALISCO,ETZATLAN
14,90,JALISCO,TENAMAXTLAN
14,125,JALISCO,SAN IGNACIO CERRO GORDO
14,52,JALISCO,JUCHITLAN
14,70,JALISCO,EL SALTO
14,44,JALISCO,IXTLAHUACAN DE LOS MEMBRILLOS
14,123,JALISCO,ZAPOTLAN DEL REY
14,22,JALISCO,CIHUATLAN
14,61,JALISCO,MEZQUITIC
14,69,JALISCO,QUITUPAN
14,55,JALISCO,MAGDALENA
14,103,JALISCO,TONILA
14,105,JALISCO,TOTOTLAN
14,108,JALISCO,TUXPAN
14,72,JALISCO,SAN DIEGO DE ALEJANDRIA
14,77,JALISCO,SAN MARTIN HIDALGO
14,109,JALISCO,UNION DE SAN ANTONIO
14,8,JALISCO,ARANDAS
14,122,JALISCO,ZAPOTITLAN DE VADILLO
15,4,MEXICO                      ,ALMOLOYA DE ALQUISIRAS
15,53,MEXICO                      ,MELCHOR OCAMPO
15,73,MEXICO                      ,SAN ANTONIO LA ISLA
15,78,MEXICO                      ,SANTO TOMAS
15,109,MEXICO                      ,TULTITLAN
15,90,MEXICO                      ,TENANGO DEL VALLE
15,25,MEXICO                      ,CHALCO
15,59,MEXICO                      ,NEXTLALPAN
15,63,MEXICO                      ,OCUILAN
15,111,MEXICO                      ,VILLA DE ALLENDE
15,62,MEXICO                      ,OCOYOACAC
15,64,MEXICO                      ,EL ORO
15,26,MEXICO                      ,CHAPA DE MOTA
15,33,MEXICO                      ,ECATEPEC DE MORELOS
15,36,MEXICO                      ,HUEYPOXTLA
15,45,MEXICO                      ,JILOTEPEC
15,89,MEXICO                      ,TENANGO DEL AIRE
15,96,MEXICO                      ,TEQUIXQUIAC
15,79,MEXICO                      ,SOYANIQUILPAN DE JUAREZ
15,119,MEXICO                      ,ZUMPAHUACAN
15,7,MEXICO                      ,AMANALCO
